Sector;Subsector;Emissieoorzaak;Emissieoorzaak_code;Nic;Bedrijf;Straat;Huisnummer;Toevoeging;Postcode;Woonplaats;Xcoord;Ycoord;Sbi_code;Sbi_naam;Herkomst_code;Herkomst;Dataset;Jaar;Emissie;Eenheid
Verkeer en vervoer;Luchtvaart;Vliegverkeer, LTO, internationaal, Approach;0930031;220807;Vliegveld Texel;Postweg;120;;1795JS;De Cocksdorp;117750;570250;52230;Dienstverlening voor de luchtvaart;05;Geschat door de Emissieregistratie;ER Reeks 1990-2020 Definitief;2015;8,353098624;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;31301;DSM Minera;Sportparkweg;6;;3604AW;Maarssen;132300;459900;20100;Vervaardiging van chemische basisprodukten,kunstmestoffen en stikstofverbindingen en van rubber;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;3549;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;31301;DSM Minera;Sportparkweg;6;;3604AW;Maarssen;132300;459900;20100;Vervaardiging van chemische basisprodukten,kunstmestoffen en stikstofverbindingen en van rubber;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;3215;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;31301;DSM Minera;Sportparkweg;6;;3604AW;Maarssen;132300;459900;20100;Vervaardiging van chemische basisprodukten,kunstmestoffen en stikstofverbindingen en van rubber;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;4516;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;31311;Dishman Netherlands B.V.;Nieuweweg;2;- 2a;3901BE;Veenendaal;166850;449000;46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;3400;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;31311;Dishman Netherlands B.V.;Nieuweweg;2;- 2a;3901BE;Veenendaal;166850;449000;46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;2740;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;31311;Dishman Netherlands B.V.;Nieuweweg;2;- 2a;3901BE;Veenendaal;166850;449000;46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;2870;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 46/47 (per bedrijf): Detail- en groothandel;T151100;31311;Dishman Netherlands B.V.;Nieuweweg;2;- 2a;3901BE;Veenendaal;166850;449000;46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;776;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 46/47 (per bedrijf): Detail- en groothandel;T151100;31311;Dishman Netherlands B.V.;Nieuweweg;2;- 2a;3901BE;Veenendaal;166850;449000;46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;1630;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 46/47 (per bedrijf): Detail- en groothandel;T151100;31311;Dishman Netherlands B.V.;Nieuweweg;2;- 2a;3901BE;Veenendaal;166850;449000;46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;843;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 46/47 (per bedrijf): Detail- en groothandel;T151100;31311;Dishman Netherlands B.V.;Nieuweweg;2;- 2a;3901BE;Veenendaal;166850;449000;46751;Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;3519;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10.4 (per bedrijf): produktie oliën en vetten;T105200;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;800;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;108304;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;40759,553;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;24646;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;104588;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;37305;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;38730;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;22617;Bunge Netherlands BV (Soja);Coenhavenweg;2;;1013BL;Amsterdam;119443;490547;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;76035,6;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;326;Wienerberger Steenfabriek Poriso;Kranenpool;4;;6443VA;Brunssum;197490;328090;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;27000;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;326;Wienerberger Steenfabriek Poriso;Kranenpool;4;;6443VA;Brunssum;197490;328090;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;36000;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;326;Wienerberger Steenfabriek Poriso;Kranenpool;4;;6443VA;Brunssum;197490;328090;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;44896;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;326;Wienerberger Steenfabriek Poriso;Kranenpool;4;;6443VA;Brunssum;197490;328090;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;14016;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;326;Wienerberger Steenfabriek Poriso;Kranenpool;4;;6443VA;Brunssum;197490;328090;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;6500;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;326;Wienerberger Steenfabriek Poriso;Kranenpool;4;;6443VA;Brunssum;197490;328090;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);05;Geschat door de Emissieregistratie;ER Reeks 1990-2020 Definitief;2020;36092,20787;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220023;RWZI Leiderdorp;Mauritssingel;;;2351;Leiderdorp;96700;462700;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;2,6;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220044;RWZI Alphen West;Laan der Continenten;200;;2408AA;Alphen aan den Rijn;104600;460200;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;350,0125196;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220054;RWZI Etten Leur;Brandseweg;57;;4871CH;Etten-Leur;104100;400400;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;845,5034429;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220054;RWZI Etten Leur;Brandseweg;57;;4871CH;Etten-Leur;104100;400400;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;762,8179969;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 68-82 (per bedrijf): Verhuur en zakelijke dienstverlening (niet financieel);T107400;28083;Nat. Lucht & Ruimtevaart Lab.;Anthony Fokkerweg;2;;1006BM;Amsterdam;117900;484150;72100;Natuurwetenschappelijk speur- en ontwikkelingswerk;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;5988;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;28085;Afval Energie Bedrijf (Amsterdam);Australiehavenweg;21;;1045BA;Amsterdam;114552;490378;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;557472;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;28085;Afval Energie Bedrijf (Amsterdam);Australiehavenweg;21;;1045BA;Amsterdam;114552;490378;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;653386;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;28085;Afval Energie Bedrijf (Amsterdam);Australiehavenweg;21;;1045BA;Amsterdam;114552;490378;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;289732;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;28085;Afval Energie Bedrijf (Amsterdam);Australiehavenweg;21;;1045BA;Amsterdam;114552;490378;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;691139;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;T104201;28085;Afval Energie Bedrijf (Amsterdam);Australiehavenweg;21;;1045BA;Amsterdam;114552;490378;38210;Behandeling van onschadelijk afval;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;711381;kg
Afvalverwijdering;AVI's;SBI 38.2 (per bedrijf): Behandeling van afval;T111201;28085;Afval Energie Bedrijf (Amsterdam);Australiehavenweg;21;;1045BA;Amsterdam;114552;490378;38210;Behandeling van onschadelijk afval;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;755152;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 49-53 (per bedrijf): Transport, communicatie;T103900;28087;Schiphol Nederland BV;Evert van de Beekstraat;202;;1118CP;Schiphol;112500;480300;52230;Dienstverlening voor de luchtvaart;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;3350;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42028;Campina Foodservice (Bergeyk);Loo;22;;5571KR;Bergeijk;152050;369390;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;4404,468;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42028;Campina Foodservice (Bergeyk);Loo;22;;5571KR;Bergeijk;152050;369390;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;2133;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42401;Koninklijke Nedalco BV (Bergen op Zoom);Van Konijnenburgweg;100;;4612PL;Bergen op Zoom;77650;390250;11010;Vervaardiging van sterk alcoholische dranken door distilleren, rectificeren en mengen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;35793;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42401;Koninklijke Nedalco BV (Bergen op Zoom);Van Konijnenburgweg;100;;4612PL;Bergen op Zoom;77650;390250;11010;Vervaardiging van sterk alcoholische dranken door distilleren, rectificeren en mengen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2005;23166;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;42401;Koninklijke Nedalco BV (Bergen op Zoom);Van Konijnenburgweg;100;;4612PL;Bergen op Zoom;77650;390250;11010;Vervaardiging van sterk alcoholische dranken door distilleren, rectificeren en mengen;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;35793;kg
